file,sha256,lines
prem_ETHUSDT_4h_2026-03.csv,b1302cc2815ddb012977b38ce87dd46c4d3073221dee98ec29b778d5f5bd3db6,187
prem_ETHUSDT_4h_2026-04.csv,d7ec42a3b9842ba2b738712fa1a9dcd7a4602981edc26caf94f131d86bbb1440,181
prem_ETHUSDT_4h_2026-05.csv,c7afed7d69961bfe684abd63330b11ff630515cb1e3b8ec3a31960e37a996996,187
prem_ETHUSDT_4h_2026-06.csv,b54d6a21d643d898e080d0107fbc29ea2d78fda6effd647eaa0971690e8bf986,175
prem_ETHUSDT_4h_2026-07.csv,360ac5b077e2bd31acef4e95d2949c63906c795b1f2e513bb30201846172e5e8,187
prem_ETHUSDT_4h_2026-08.csv,424b906859fab746feb18f88b515b230b91f0d303d21db0e1a5e917bd367e4c2,187
prem_ETHUSDT_4h_2026-09-01.csv,83c8bd777f4b931766f6c55c10b5f88cd8dfa4f87f3bee590b9f6db9cd6603c9,7
prem_ETHUSDT_4h_2026-09-02.csv,9a1f8d909ac85da6f0e0b1b572257cb6e3cc007aa5cc19611250f6f9f9483831,7
prem_ETHUSDT_4h_2026-09-03.csv,1e610a33fe13d042baa34c4a0497f9e4f6d4381501e7bcea9adb0fdab99266d0,7
prem_ETHUSDT_4h_2026-09-04.csv,64b1205161553e328947c47f9c1db5dbc0f68cd361cb9fcc5b002ce534e7d5ae,7
prem_ETHUSDT_4h_2026-09-05.csv,78a7d7ffa43964de1ecc199ad21bf74a44f915ae6f7b9763b71a10a4c900ce67,7
prem_ETHUSDT_4h_2026-09-06.csv,2c851db449253473f23bd294e1c734ec6a4f31537cbe4fd47c0e75190bc85974,7
prem_ETHUSDT_4h_2026-09-07.csv,1566601e7d1a9300322abb09e0d720ba46784e1aa3d00040c444d3a79524a09a,7
prem_ETHUSDT_4h_2026-09-08.csv,523bd7b153ac563ffc0ec6bf9ba9c473d99f9e73efed52adb3e0f108e34906ae,7
prem_ETHUSDT_4h_2026-09-09.csv,0421a63c586bf3a536f8813511d0e621c995687859f945b1fc18a7ce0087caee,7
prem_ETHUSDT_4h_2026-09-10.csv,0645572168f737fb07f042ee1b9786b46049b585b7504a843db961475159a39d,7
prem_ETHUSDT_4h_2026-09-11.csv,be60110768cdc60e5f676ba7ba8d3744afd2fc34d6eb5230fdb123acc5211511,7
prem_ETHUSDT_4h_2026-09-12.csv,1357854c35c6981d2f9d2a5d4020129ebaeadd5da301f9873126a6a62e4f3cec,7
prem_ETHUSDT_4h_2026-09-13.csv,2fc5887b9c691f1e582981d06231dae1e797c056af051dcf5b0dcf481550833e,7
prem_ETHUSDT_4h_2026-09-14.csv,54756027f964bd3f97ecac4d05891a187d309f95b8bf3342d28422b3b17d6447,7
prem_ETHUSDT_4h_2026-09-15.csv,93595108c76502a4c07fac77592d1f1f18beb97e50ac626ee957c10cc55fec25,7
prem_ETHUSDT_4h_2026-09-16.csv,66bd6353cdce14772468857c2ab133c93d73ece3a4a106fdae48ef9fb41c123c,7
prem_ETHUSDT_4h_2026-09-17.csv,c51b641bb3e405775944e4b0e85a549d293a51e05dbc20f6e1b410792a694d1a,7
